node,degree centrality
Canada,0.7796610169491526
UK,0.6271186440677966
USA,0.7796610169491526
Spain,0.23728813559322035
China,0.8305084745762712
Hong Kong,0.5423728813559322
Sweden,0.4067796610169492
Germany,0.6440677966101694
Netherlands,0.1864406779661017
Japan,0.288135593220339
Italy,0.4067796610169492
Singapore,0.5084745762711864
Saudi Arabia,0.2542372881355932
France,0.3389830508474576
Australia,0.6949152542372882
Greece,0.4576271186440678
Georgia,0.3898305084745763
Portugal,0.4745762711864407
Austria,0.13559322033898305
Norway,0.3050847457627119
Cyprus,0.0847457627118644
Brazil,0.13559322033898305
Denmark,0.13559322033898305
Qatar,0.13559322033898305
Finland,0.1864406779661017
Belgium,0.13559322033898305
Tunisia,0.03389830508474576
Turkey,0.06779661016949153
India,0.2711864406779661
Ireland,0.11864406779661017
Jordan,0.11864406779661017
Macau,0.1864406779661017
Iceland,0.03389830508474576
Luxembourg,0.1016949152542373
Oman,0.06779661016949153
Mexico,0.15254237288135594
Poland,0.06779661016949153
Faroe Islands,0.06779661016949153
United Arab Emirates,0.15254237288135594
Malaysia,0.11864406779661017
Chile,0.13559322033898305
Israel,0.11864406779661017
New Zealand,0.1864406779661017
Egypt,0.03389830508474576
Switzerland,0.1864406779661017
Russian Federation,0.01694915254237288
Pakistan,0.13559322033898305
Ghana,0.01694915254237288
Slovenia,0.03389830508474576
South Africa,0.0847457627118644
Serbia,0.03389830508474576
Czech Republic,0.03389830508474576
Morocco,0.01694915254237288
Brunei Darussalam,0.01694915254237288
Hungary,0.01694915254237288
Thailand,0.01694915254237288
Bulgaria,0.01694915254237288
Belarus,0.01694915254237288
Lebanon,0.05084745762711865
Armenia,0.01694915254237288
