node,degree centrality
USA,0.8636363636363636
Australia,0.5909090909090909
Canada,0.5757575757575758
Brazil,0.33333333333333337
China,0.7272727272727273
Turkey,0.19696969696969696
Georgia,0.4090909090909091
India,0.36363636363636365
Germany,0.696969696969697
Singapore,0.48484848484848486
Switzerland,0.19696969696969696
Netherlands,0.25757575757575757
France,0.2272727272727273
Hong Kong,0.6666666666666667
Italy,0.4090909090909091
Qatar,0.2272727272727273
UK,0.5454545454545454
Spain,0.21212121212121213
Greece,0.07575757575757576
Luxembourg,0.10606060606060606
Finland,0.18181818181818182
Israel,0.25757575757575757
Poland,0.12121212121212122
Ireland,0.15151515151515152
Japan,0.5454545454545454
Oman,0.06060606060606061
Sweden,0.2272727272727273
Belgium,0.24242424242424243
Croatia,0.015151515151515152
New Zealand,0.36363636363636365
Jordan,0.12121212121212122
Portugal,0.12121212121212122
Iceland,0.045454545454545456
Mexico,0.09090909090909091
Faroe Islands,0.06060606060606061
Macau,0.2878787878787879
United Arab Emirates,0.10606060606060606
South Africa,0.030303030303030304
Slovenia,0.09090909090909091
Sri Lanka,0.015151515151515152
Saudi Arabia,0.13636363636363635
Chile,0.2727272727272727
Denmark,0.15151515151515152
Estonia,0.045454545454545456
Norway,0.21212121212121213
Austria,0.19696969696969696
Pakistan,0.06060606060606061
Malaysia,0.045454545454545456
Czech Republic,0.07575757575757576
Egypt,0.06060606060606061
Cyprus,0.045454545454545456
Venezuela,0.030303030303030304
Bangladesh,0.030303030303030304
Burundi,0.015151515151515152
Hungary,0.015151515151515152
Chad,0.015151515151515152
Tunisia,0.015151515151515152
Serbia,0.030303030303030304
Costa Rica,0.015151515151515152
Uruguay,0.015151515151515152
Liechtenstein,0.015151515151515152
Paraguay,0.015151515151515152
Thailand,0.030303030303030304
Argentina,0.015151515151515152
Niger,0.015151515151515152
Kuwait,0.015151515151515152
Namibia,0.015151515151515152
